,song_data,audio_feature,albums,artists
1cRrfxxRziTY3fgxxypkGE,"{'id': '1cRrfxxRziTY3fgxxypkGE', 'duration_ms': 241120, 'name': 'Presidential', 'popularity': 43}","{'danceability': 0.687, 'energy': 0.529, 'loudness': -9.715, 'speechiness': 0.318, 'acousticness': 0.0249, 'instrumentalness': 0, 'liveness': 0.185, 'valence': 0.402, 'tempo': 170.182}","{'id': '6dtyVOl8mfJDIpQzvNSmgU', 'name': ""Ev'rybody Know Me"", 'release_date': '2005'}","{'id': '2OqENqJFXPORP4BUGnu2Qq', 'name': 'Youngbloodz'}"
1eYyfFDQJGRhQ55jlbtqrG,"{'id': '1eYyfFDQJGRhQ55jlbtqrG', 'duration_ms': 269693, 'name': '85/Billy Dee Interlude', 'popularity': 49}","{'danceability': 0.793, 'energy': 0.596, 'loudness': -7.426, 'speechiness': 0.392, 'acousticness': 0.0303, 'instrumentalness': 1.17e-05, 'liveness': 0.623, 'valence': 0.708, 'tempo': 82.113}","{'id': '4SaEOF2gA8RxMReq2HqAc6', 'name': 'Against Da Grain', 'release_date': '1999'}","{'id': '2OqENqJFXPORP4BUGnu2Qq', 'name': 'Youngbloodz'}"
7EbujvW2v5ATnlLJ7XyIBU,"{'id': '7EbujvW2v5ATnlLJ7XyIBU', 'duration_ms': 241453, 'name': ""Damn! (feat. Lil' Jon) - Radio Edit"", 'popularity': 27}","{'danceability': 0.811, 'energy': 0.678, 'loudness': -7.092, 'speechiness': 0.328, 'acousticness': 0.0345, 'instrumentalness': 0, 'liveness': 0.351, 'valence': 0.525, 'tempo': 83.997}","{'id': '6TxsgyE2Lhx0K2uIS061FT', 'name': 'Jermaine Dupri Presents... So So Def 25', 'release_date': '2018-06-29'}","{'id': '2OqENqJFXPORP4BUGnu2Qq', 'name': 'Youngbloodz'}"
1lnTqrLA8v0OxK7CCHv6ai,"{'id': '1lnTqrLA8v0OxK7CCHv6ai', 'duration_ms': 249813, 'name': 'Grown Man Featuring Shawty Putt (feat. Shawty Putt)', 'popularity': 26}","{'danceability': 0.891, 'energy': 0.589, 'loudness': -7.685, 'speechiness': 0.332, 'acousticness': 0.0187, 'instrumentalness': 0, 'liveness': 0.101, 'valence': 0.452, 'tempo': 80.003}","{'id': '6dtyVOl8mfJDIpQzvNSmgU', 'name': ""Ev'rybody Know Me"", 'release_date': '2005'}","{'id': '2OqENqJFXPORP4BUGnu2Qq', 'name': 'Youngbloodz'}"
3eEstkvwm1HGLzY2LdSvk0,"{'id': '3eEstkvwm1HGLzY2LdSvk0', 'duration_ms': 220146, 'name': 'Presidential Tha Remix (feat. Akon) - Tha Remix', 'popularity': 32}","{'danceability': 0.755, 'energy': 0.541, 'loudness': -10.075, 'speechiness': 0.179, 'acousticness': 0.00178, 'instrumentalness': 0.000148, 'liveness': 0.337, 'valence': 0.434, 'tempo': 170.095}","{'id': '6dtyVOl8mfJDIpQzvNSmgU', 'name': ""Ev'rybody Know Me"", 'release_date': '2005'}","{'id': '2OqENqJFXPORP4BUGnu2Qq', 'name': 'Youngbloodz'}"
2QJsUSpI6tuKFiKJKOLfOU,"{'id': '2QJsUSpI6tuKFiKJKOLfOU', 'duration_ms': 250573, 'name': ""Cadillac Pimpin' - Main"", 'popularity': 34}","{'danceability': 0.83, 'energy': 0.786, 'loudness': -5.886, 'speechiness': 0.288, 'acousticness': 0.00624, 'instrumentalness': 0, 'liveness': 0.104, 'valence': 0.477, 'tempo': 92.014}","{'id': '6Cq4aFoLu1OKc1XNZYdBnp', 'name': ""Drankin' Patnaz"", 'release_date': '2003-07-25'}","{'id': '2OqENqJFXPORP4BUGnu2Qq', 'name': 'Youngbloodz'}"
0SPt7yCJ6bDzjOnYyEgm2H,"{'id': '0SPt7yCJ6bDzjOnYyEgm2H', 'duration_ms': 281853, 'name': 'Chop Chop', 'popularity': 25}","{'danceability': 0.785, 'energy': 0.607, 'loudness': -8.557, 'speechiness': 0.259, 'acousticness': 0.0673, 'instrumentalness': 0, 'liveness': 0.206, 'valence': 0.652, 'tempo': 79.506}","{'id': '6dtyVOl8mfJDIpQzvNSmgU', 'name': ""Ev'rybody Know Me"", 'release_date': '2005'}","{'id': '2OqENqJFXPORP4BUGnu2Qq', 'name': 'Youngbloodz'}"
46xSGmNlsWRtk15aQu5UMY,"{'id': '46xSGmNlsWRtk15aQu5UMY', 'duration_ms': 251266, 'name': ""Ev'rybody Know Me"", 'popularity': 21}","{'danceability': 0.799, 'energy': 0.497, 'loudness': -7.444, 'speechiness': 0.0869, 'acousticness': 0.058, 'instrumentalness': 0, 'liveness': 0.132, 'valence': 0.447, 'tempo': 162.017}","{'id': '6dtyVOl8mfJDIpQzvNSmgU', 'name': ""Ev'rybody Know Me"", 'release_date': '2005'}","{'id': '2OqENqJFXPORP4BUGnu2Qq', 'name': 'Youngbloodz'}"
3CRemvEtvm1V98nsbsG3Ct,"{'id': '3CRemvEtvm1V98nsbsG3Ct', 'duration_ms': 235400, 'name': 'Lean Low (feat. Backbone) - Club Mix', 'popularity': 29}","{'danceability': 0.842, 'energy': 0.861, 'loudness': -6.408, 'speechiness': 0.296, 'acousticness': 0.0667, 'instrumentalness': 0, 'liveness': 0.0276, 'valence': 0.709, 'tempo': 93.96}","{'id': '6Cq4aFoLu1OKc1XNZYdBnp', 'name': ""Drankin' Patnaz"", 'release_date': '2003-07-25'}","{'id': '2OqENqJFXPORP4BUGnu2Qq', 'name': 'Youngbloodz'}"
16sEtZx6F2InPzybZIn96X,"{'id': '16sEtZx6F2InPzybZIn96X', 'duration_ms': 209580, 'name': 'Jugg King', 'popularity': 51}","{'danceability': 0.934, 'energy': 0.671, 'loudness': -5.458, 'speechiness': 0.151, 'acousticness': 0.0939, 'instrumentalness': 0, 'liveness': 0.0812, 'valence': 0.804, 'tempo': 129.951}","{'id': '2HdY21WQYtn5KYO2GyDjgk', 'name': 'Jugg King', 'release_date': '2017-07-13'}","{'id': '4cmA2QDPdzh8W2ytpyUGes', 'name': 'Young Scooter'}"
32KUTMzHo7G8Yx80enCYue,"{'id': '32KUTMzHo7G8Yx80enCYue', 'duration_ms': 176901, 'name': 'Come Eat Wit Us', 'popularity': 49}","{'danceability': 0.744, 'energy': 0.78, 'loudness': -3.406, 'speechiness': 0.155, 'acousticness': 0.0663, 'instrumentalness': 0, 'liveness': 0.273, 'valence': 0.414, 'tempo': 152.018}","{'id': '53AbV3G4ntie0a4dBg7oUy', 'name': 'Come Eat Wit Us', 'release_date': '2023-02-10'}","{'id': '4cmA2QDPdzh8W2ytpyUGes', 'name': 'Young Scooter'}"
0VIiXARnoOP3X6G416SIe1,"{'id': '0VIiXARnoOP3X6G416SIe1', 'duration_ms': 171760, 'name': 'STAYED DOWN (feat. Young Scooter)', 'popularity': 49}","{'danceability': 0.711, 'energy': 0.551, 'loudness': -4.835, 'speechiness': 0.217, 'acousticness': 0.136, 'instrumentalness': 0, 'liveness': 0.183, 'valence': 0.335, 'tempo': 82.599}","{'id': '6ViO9Wx6dWzeUq6DmGTaHl', 'name': 'I NEVER LIKED YOU', 'release_date': '2022-05-02'}","{'id': '4cmA2QDPdzh8W2ytpyUGes', 'name': 'Young Scooter'}"
0ZaoDtDF0cDLGxfkr18KVP,"{'id': '0ZaoDtDF0cDLGxfkr18KVP', 'duration_ms': 176007, 'name': 'Never Broke Again (feat. YoungBoy Never Broken Again)', 'popularity': 47}","{'danceability': 0.824, 'energy': 0.411, 'loudness': -7.903, 'speechiness': 0.178, 'acousticness': 0.0324, 'instrumentalness': 0, 'liveness': 0.199, 'valence': 0.421, 'tempo': 142.056}","{'id': '5hM7zWlSsiTHMG87tBabk1', 'name': 'The Recipe', 'release_date': '2018-12-21'}","{'id': '4cmA2QDPdzh8W2ytpyUGes', 'name': 'Young Scooter'}"
6KhweSP2SbA7noN6x2w5T6,"{'id': '6KhweSP2SbA7noN6x2w5T6', 'duration_ms': 207151, 'name': ""Can't Play Around"", 'popularity': 44}","{'danceability': 0.646, 'energy': 0.765, 'loudness': -6.035, 'speechiness': 0.0599, 'acousticness': 0.0441, 'instrumentalness': 0, 'liveness': 0.0879, 'valence': 0.579, 'tempo': 143.943}","{'id': '2HdY21WQYtn5KYO2GyDjgk', 'name': 'Jugg King', 'release_date': '2017-07-13'}","{'id': '4cmA2QDPdzh8W2ytpyUGes', 'name': 'Young Scooter'}"
6KiuvDMb9NYZbLNsCACSTP,"{'id': '6KiuvDMb9NYZbLNsCACSTP', 'duration_ms': 208287, 'name': 'No Features (feat. Kodak Black)', 'popularity': 43}","{'danceability': 0.826, 'energy': 0.758, 'loudness': -5.616, 'speechiness': 0.0743, 'acousticness': 0.0435, 'instrumentalness': 0, 'liveness': 0.168, 'valence': 0.41, 'tempo': 119.998}","{'id': '5hM7zWlSsiTHMG87tBabk1', 'name': 'The Recipe', 'release_date': '2018-12-21'}","{'id': '4cmA2QDPdzh8W2ytpyUGes', 'name': 'Young Scooter'}"
5l0VBKnxoohSAd8RPH4AhK,"{'id': '5l0VBKnxoohSAd8RPH4AhK', 'duration_ms': 185835, 'name': ""Used to Ballin'"", 'popularity': 43}","{'danceability': 0.711, 'energy': 0.57, 'loudness': -7.353, 'speechiness': 0.101, 'acousticness': 0.00764, 'instrumentalness': 0, 'liveness': 0.124, 'valence': 0.236, 'tempo': 76.358}","{'id': '2HdY21WQYtn5KYO2GyDjgk', 'name': 'Jugg King', 'release_date': '2017-07-13'}","{'id': '4cmA2QDPdzh8W2ytpyUGes', 'name': 'Young Scooter'}"
4R5jWIpiLosjh6c1HPmKpL,"{'id': '4R5jWIpiLosjh6c1HPmKpL', 'duration_ms': 284174, 'name': 'Packs In (feat. Gucci Mane)', 'popularity': 42}","{'danceability': 0.759, 'energy': 0.605, 'loudness': -5.042, 'speechiness': 0.0376, 'acousticness': 0.258, 'instrumentalness': 0, 'liveness': 0.252, 'valence': 0.418, 'tempo': 130.035}","{'id': '2Xt54zrcPX0QoWOSI0maoX', 'name': 'Fast Lane Juugin', 'release_date': '2015-11-01'}","{'id': '4cmA2QDPdzh8W2ytpyUGes', 'name': 'Young Scooter'}"
3Aflzeml3BDWtEOy0VUMRo,"{'id': '3Aflzeml3BDWtEOy0VUMRo', 'duration_ms': 190222, 'name': 'Trippple Cross (feat. Future & Young Thug)', 'popularity': 42}","{'danceability': 0.818, 'energy': 0.573, 'loudness': -8.299, 'speechiness': 0.22, 'acousticness': 0.00945, 'instrumentalness': 4.53e-06, 'liveness': 0.114, 'valence': 0.304, 'tempo': 134.982}","{'id': '49Nzzm0upje7KGQaVTxc0C', 'name': 'Trippple Cross', 'release_date': '2018-02-23'}","{'id': '4cmA2QDPdzh8W2ytpyUGes', 'name': 'Young Scooter'}"
5jc0Ksd56qSw6zZwVsvEtg,"{'id': '5jc0Ksd56qSw6zZwVsvEtg', 'duration_ms': 247066, 'name': ""Hustlin'"", 'popularity': 41}","{'danceability': 0.837, 'energy': 0.557, 'loudness': -5.771, 'speechiness': 0.25, 'acousticness': 0.0879, 'instrumentalness': 0, 'liveness': 0.111, 'valence': 0.301, 'tempo': 143.027}","{'id': '2HdY21WQYtn5KYO2GyDjgk', 'name': 'Jugg King', 'release_date': '2017-07-13'}","{'id': '4cmA2QDPdzh8W2ytpyUGes', 'name': 'Young Scooter'}"
2U5c6C6A3yg6rGUpnhwHfc,"{'id': '2U5c6C6A3yg6rGUpnhwHfc', 'duration_ms': 94507, 'name': 'Fruits Of The Spirit', 'popularity': 58}","{'danceability': 0.509, 'energy': 0.538, 'loudness': -11.658, 'speechiness': 0.079, 'acousticness': 0.713, 'instrumentalness': 0, 'liveness': 0.128, 'valence': 0.587, 'tempo': 90.214}","{'id': '0ZJt4dCoI19u71k37E1nQu', 'name': 'A Written Testimony', 'release_date': '2020-03-13'}","{'id': '0TkqXdyWLsssJH7okthMPQ', 'name': 'Jay Electronica'}"
4Mb5DVgLbFjlSwcuMdOw7B,"{'id': '4Mb5DVgLbFjlSwcuMdOw7B', 'duration_ms': 331440, 'name': 'Exhibit C', 'popularity': 56}","{'danceability': 0.504, 'energy': 0.811, 'loudness': -11.966, 'speechiness': 0.191, 'acousticness': 0.0276, 'instrumentalness': 0, 'liveness': 0.388, 'valence': 0.382, 'tempo': 82.01}","{'id': '6U3XutCfhGxFFCDK1AFCbb', 'name': 'Exhibit C', 'release_date': '2009-12-22'}","{'id': '0TkqXdyWLsssJH7okthMPQ', 'name': 'Jay Electronica'}"
0tKyAbwXl2oG2pqHSLlle0,"{'id': '0tKyAbwXl2oG2pqHSLlle0', 'duration_ms': 166156, 'name': 'Enough', 'popularity': 47}","{'danceability': 0.832, 'energy': 0.666, 'loudness': -6.762, 'speechiness': 0.0956, 'acousticness': 0.0912, 'instrumentalness': 6.51e-05, 'liveness': 0.137, 'valence': 0.877, 'tempo': 87.02}","{'id': '1YA6dnUyaevjSC6hGQ9wmX', 'name': ""I Thought It'd Be Different"", 'release_date': '2023-05-26'}","{'id': '0TkqXdyWLsssJH7okthMPQ', 'name': 'Jay Electronica'}"
0Bo44khrQnk5W8I0ASqzH1,"{'id': '0Bo44khrQnk5W8I0ASqzH1', 'duration_ms': 61882, 'name': 'Jay’s Reprise', 'popularity': 53}","{'danceability': 0.621, 'energy': 0.573, 'loudness': -11.562, 'speechiness': 0.381, 'acousticness': 0.8, 'instrumentalness': 0, 'liveness': 0.391, 'valence': 0.432, 'tempo': 76.668}","{'id': '2phJX6Yo2s6WB7jhLgg9EF', 'name': '3000°', 'release_date': '2022-06-17'}","{'id': '0TkqXdyWLsssJH7okthMPQ', 'name': 'Jay Electronica'}"
061yVp0KkuKIb7a1GY6eia,"{'id': '061yVp0KkuKIb7a1GY6eia', 'duration_ms': 255129, 'name': 'Red', 'popularity': 51}","{'danceability': 0.719, 'energy': 0.586, 'loudness': -8.88, 'speechiness': 0.235, 'acousticness': 0.216, 'instrumentalness': 0, 'liveness': 0.64, 'valence': 0.629, 'tempo': 86.077}","{'id': '1aOVW07qHIiMe3f3HKXo8r', 'name': 'USEE4YOURSELF', 'release_date': '2021-07-09'}","{'id': '0TkqXdyWLsssJH7okthMPQ', 'name': 'Jay Electronica'}"
5wJC8qlivbwAx29bnTecSn,"{'id': '5wJC8qlivbwAx29bnTecSn', 'duration_ms': 328365, 'name': 'A.P.I.D.T.A.', 'popularity': 48}","{'danceability': 0.498, 'energy': 0.625, 'loudness': -10.678, 'speechiness': 0.325, 'acousticness': 0.145, 'instrumentalness': 0.00481, 'liveness': 0.113, 'valence': 0.403, 'tempo': 129.779}","{'id': '0ZJt4dCoI19u71k37E1nQu', 'name': 'A Written Testimony', 'release_date': '2020-03-13'}","{'id': '0TkqXdyWLsssJH7okthMPQ', 'name': 'Jay Electronica'}"
3tnJIJVNuVziKgY38J2HZP,"{'id': '3tnJIJVNuVziKgY38J2HZP', 'duration_ms': 168379, 'name': 'The Blinding feat. Travis Scott', 'popularity': 48}","{'danceability': 0.448, 'energy': 0.492, 'loudness': -9.736, 'speechiness': 0.474, 'acousticness': 0.0111, 'instrumentalness': 0, 'liveness': 0.382, 'valence': 0.552, 'tempo': 163.806}","{'id': '0ZJt4dCoI19u71k37E1nQu', 'name': 'A Written Testimony', 'release_date': '2020-03-13'}","{'id': '0TkqXdyWLsssJH7okthMPQ', 'name': 'Jay Electronica'}"
0aZGyPMAvGYE72yxAQKNoP,"{'id': '0aZGyPMAvGYE72yxAQKNoP', 'duration_ms': 233253, 'name': 'Exhibit A (Transformations)', 'popularity': 46}","{'danceability': 0.503, 'energy': 0.627, 'loudness': -12.764, 'speechiness': 0.296, 'acousticness': 0.224, 'instrumentalness': 0, 'liveness': 0.102, 'valence': 0.197, 'tempo': 85.91}","{'id': '1zTQZuk5m4D0SBGl8cB8Hb', 'name': 'Exhibit A', 'release_date': '2009-06-23'}","{'id': '0TkqXdyWLsssJH7okthMPQ', 'name': 'Jay Electronica'}"
40ZuEZ8LKeeIAKC5vvZn6W,"{'id': '40ZuEZ8LKeeIAKC5vvZn6W', 'duration_ms': 199190, 'name': 'Khalas (feat. Jay Electronica)', 'popularity': 45}","{'danceability': 0.502, 'energy': 0.722, 'loudness': -5.107, 'speechiness': 0.31, 'acousticness': 0.368, 'instrumentalness': 0, 'liveness': 0.289, 'valence': 0.563, 'tempo': 85.365}","{'id': '2fMYrpzJCtJNhVTBQybhoz', 'name': 'Hip Hop 50: Vol. 2', 'release_date': '2023-04-21'}","{'id': '2cADQgiLMjNhbsfeN52Bf3', 'name': 'Swizz Beatz'}"
51u3nlTacgtiWxRQGPd4go,"{'id': '51u3nlTacgtiWxRQGPd4go', 'duration_ms': 243565, 'name': 'Shiny Suit Theory feat. The-Dream', 'popularity': 43}","{'danceability': 0.414, 'energy': 0.811, 'loudness': -1.52, 'speechiness': 0.0647, 'acousticness': 0.608, 'instrumentalness': 0.0933, 'liveness': 0.311, 'valence': 0.878, 'tempo': 166.354}","{'id': '0ZJt4dCoI19u71k37E1nQu', 'name': 'A Written Testimony', 'release_date': '2020-03-13'}","{'id': '0TkqXdyWLsssJH7okthMPQ', 'name': 'Jay Electronica'}"
7tr2za8SQg2CI8EDgrdtNl,"{'id': '7tr2za8SQg2CI8EDgrdtNl', 'duration_ms': 230813, 'name': 'Slide (feat. Frank Ocean & Migos)', 'popularity': 77}","{'danceability': 0.736, 'energy': 0.795, 'loudness': -3.299, 'speechiness': 0.0545, 'acousticness': 0.498, 'instrumentalness': 1.21e-06, 'liveness': 0.254, 'valence': 0.511, 'tempo': 104.066}","{'id': '2HaqChIDc5go3qxVunBDK0', 'name': 'Funk Wav Bounces Vol.1', 'release_date': '2017-06-30'}","{'id': '6oMuImdp5ZcFhWP0ESe6mG', 'name': 'Migos'}"
2UVbBKQOdFAekPTRsnkzcf,"{'id': '2UVbBKQOdFAekPTRsnkzcf', 'duration_ms': 190288, 'name': 'Stir Fry', 'popularity': 77}","{'danceability': 0.817, 'energy': 0.816, 'loudness': -5.402, 'speechiness': 0.269, 'acousticness': 0.00263, 'instrumentalness': 0, 'liveness': 0.159, 'valence': 0.508, 'tempo': 181.982}","{'id': '7fd7SEK25VS3gJAUgSwL6y', 'name': 'Culture II', 'release_date': '2018-01-26'}","{'id': '6oMuImdp5ZcFhWP0ESe6mG', 'name': 'Migos'}"
3j84U36KvLeXNDPv4t5pI8,"{'id': '3j84U36KvLeXNDPv4t5pI8', 'duration_ms': 192470, 'name': 'Pure Water (with Migos)', 'popularity': 77}","{'danceability': 0.682, 'energy': 0.559, 'loudness': -5.545, 'speechiness': 0.127, 'acousticness': 0.174, 'instrumentalness': 0, 'liveness': 0.344, 'valence': 0.137, 'tempo': 202.015}","{'id': '2WrNHOba5u6P9S9xEboaUy', 'name': 'Perfect Ten', 'release_date': '2019-06-28'}","{'id': '6oMuImdp5ZcFhWP0ESe6mG', 'name': 'Migos'}"
6n4U3TlzUGhdSFbUUhTvLP,"{'id': '6n4U3TlzUGhdSFbUUhTvLP', 'duration_ms': 276147, 'name': 'Walk It Talk It', 'popularity': 77}","{'danceability': 0.907, 'energy': 0.633, 'loudness': -5.145, 'speechiness': 0.184, 'acousticness': 0.0876, 'instrumentalness': 2.6e-06, 'liveness': 0.106, 'valence': 0.395, 'tempo': 145.914}","{'id': '7fd7SEK25VS3gJAUgSwL6y', 'name': 'Culture II', 'release_date': '2018-01-26'}","{'id': '6oMuImdp5ZcFhWP0ESe6mG', 'name': 'Migos'}"
0M9ydKzuF3oZTfYYPfaGX1,"{'id': '0M9ydKzuF3oZTfYYPfaGX1', 'duration_ms': 343150, 'name': 'Bad and Boujee (feat. Lil Uzi Vert)', 'popularity': 76}","{'danceability': 0.926, 'energy': 0.666, 'loudness': -5.314, 'speechiness': 0.244, 'acousticness': 0.0611, 'instrumentalness': 0, 'liveness': 0.123, 'valence': 0.168, 'tempo': 127.079}","{'id': '4JTOxuvM2jcSqAvEZtZsOO', 'name': 'Culture', 'release_date': '2017-01-27'}","{'id': '6oMuImdp5ZcFhWP0ESe6mG', 'name': 'Migos'}"
1cMMVJ4FDqhCci9efd1BU6,"{'id': '1cMMVJ4FDqhCci9efd1BU6', 'duration_ms': 195680, 'name': 'Need It (feat. YoungBoy Never Broke Again)', 'popularity': 68}","{'danceability': 0.852, 'energy': 0.747, 'loudness': -3.666, 'speechiness': 0.169, 'acousticness': 0.0311, 'instrumentalness': 0, 'liveness': 0.0789, 'valence': 0.898, 'tempo': 148.005}","{'id': '3uyOwJu4r3yroAkFywNFM3', 'name': 'Culture III', 'release_date': '2021-06-11'}","{'id': '6oMuImdp5ZcFhWP0ESe6mG', 'name': 'Migos'}"
1XRgIKC5TPwo7nWGyKqgG0,"{'id': '1XRgIKC5TPwo7nWGyKqgG0', 'duration_ms': 233087, 'name': 'I Get the Bag (feat. Migos)', 'popularity': 73}","{'danceability': 0.89, 'energy': 0.633, 'loudness': -5.475, 'speechiness': 0.168, 'acousticness': 0.0232, 'instrumentalness': 0.000343, 'liveness': 0.0993, 'valence': 0.425, 'tempo': 139.948}","{'id': '2aTOwGU66ocsf8IQpOI0XZ', 'name': 'Mr. Davis', 'release_date': '2017-10-13'}","{'id': '13y7CgLHjMVRMDqxdx0Xdo', 'name': 'Gucci Mane'}"
4wFjTWCunQFKtukqrNijEt,"{'id': '4wFjTWCunQFKtukqrNijEt', 'duration_ms': 303076, 'name': 'MotorSport', 'popularity': 73}","{'danceability': 0.904, 'energy': 0.518, 'loudness': -5.32, 'speechiness': 0.183, 'acousticness': 0.0305, 'instrumentalness': 0, 'liveness': 0.325, 'valence': 0.188, 'tempo': 137.996}","{'id': '7fd7SEK25VS3gJAUgSwL6y', 'name': 'Culture II', 'release_date': '2018-01-26'}","{'id': '6oMuImdp5ZcFhWP0ESe6mG', 'name': 'Migos'}"
0wbnC9AUenxp613TYaJsGK,"{'id': '0wbnC9AUenxp613TYaJsGK', 'duration_ms': 255378, 'name': 'Narcos', 'popularity': 72}","{'danceability': 0.936, 'energy': 0.585, 'loudness': -6.914, 'speechiness': 0.125, 'acousticness': 0.0142, 'instrumentalness': 0, 'liveness': 0.132, 'valence': 0.242, 'tempo': 124.991}","{'id': '7fd7SEK25VS3gJAUgSwL6y', 'name': 'Culture II', 'release_date': '2018-01-26'}","{'id': '6oMuImdp5ZcFhWP0ESe6mG', 'name': 'Migos'}"
0TBgMKD86t1VP3IzhxCoUl,"{'id': '0TBgMKD86t1VP3IzhxCoUl', 'duration_ms': 304041, 'name': 'Slippery (feat. Gucci Mane)', 'popularity': 71}","{'danceability': 0.92, 'energy': 0.675, 'loudness': -5.661, 'speechiness': 0.263, 'acousticness': 0.307, 'instrumentalness': 0, 'liveness': 0.104, 'valence': 0.749, 'tempo': 141.967}","{'id': '4JTOxuvM2jcSqAvEZtZsOO', 'name': 'Culture', 'release_date': '2017-01-27'}","{'id': '6oMuImdp5ZcFhWP0ESe6mG', 'name': 'Migos'}"
4AYX69oFP3UOS1CFmV9UfO,"{'id': '4AYX69oFP3UOS1CFmV9UfO', 'duration_ms': 242013, 'name': 'Bottoms Up (feat. Nicki Minaj)', 'popularity': 74}","{'danceability': 0.844, 'energy': 0.601, 'loudness': -5.283, 'speechiness': 0.157, 'acousticness': 0.0205, 'instrumentalness': 0, 'liveness': 0.385, 'valence': 0.331, 'tempo': 73.989}","{'id': '3sDoSYf2AKB2IegZmkISGD', 'name': 'Passion, Pain & Pleasure (Deluxe Version)', 'release_date': '2010-09-14'}","{'id': '2iojnBLj0qIMiKPvVhLnsH', 'name': 'Trey Songz'}"
4NYwy0R3NdvORX2B6OZXBT,"{'id': '4NYwy0R3NdvORX2B6OZXBT', 'duration_ms': 197854, 'name': 'Slow Motion', 'popularity': 70}","{'danceability': 0.733, 'energy': 0.408, 'loudness': -7.834, 'speechiness': 0.0388, 'acousticness': 0.679, 'instrumentalness': 3.92e-05, 'liveness': 0.11, 'valence': 0.291, 'tempo': 94.947}","{'id': '3pKTKC0AAe3yTcXQLzvpSW', 'name': 'Trigga Reloaded', 'release_date': '2015-06-23'}","{'id': '2iojnBLj0qIMiKPvVhLnsH', 'name': 'Trey Songz'}"
5LIleJbUUgtvYnBW9wfY1W,"{'id': '5LIleJbUUgtvYnBW9wfY1W', 'duration_ms': 231906, 'name': 'Na Na', 'popularity': 65}","{'danceability': 0.67, 'energy': 0.476, 'loudness': -6.253, 'speechiness': 0.0406, 'acousticness': 0.328, 'instrumentalness': 0, 'liveness': 0.104, 'valence': 0.235, 'tempo': 96.975}","{'id': '3pKTKC0AAe3yTcXQLzvpSW', 'name': 'Trigga Reloaded', 'release_date': '2015-06-23'}","{'id': '2iojnBLj0qIMiKPvVhLnsH', 'name': 'Trey Songz'}"
5k3VjTwIsOjQ2woGz3Yx71,"{'id': '5k3VjTwIsOjQ2woGz3Yx71', 'duration_ms': 206413, 'name': ""Can't Help but Wait"", 'popularity': 68}","{'danceability': 0.699, 'energy': 0.699, 'loudness': -5.564, 'speechiness': 0.0737, 'acousticness': 0.358, 'instrumentalness': 0, 'liveness': 0.0912, 'valence': 0.611, 'tempo': 94.977}","{'id': '6vnUL0NxqV1JrBvYW1M2wn', 'name': 'Trey Day', 'release_date': '2007-10-01'}","{'id': '2iojnBLj0qIMiKPvVhLnsH', 'name': 'Trey Songz'}"
1wkGTsSqUhvvXgi0yX9haQ,"{'id': '1wkGTsSqUhvvXgi0yX9haQ', 'duration_ms': 207546, 'name': 'Say Aah (feat. Fabolous)', 'popularity': 56}","{'danceability': 0.724, 'energy': 0.87, 'loudness': -3.614, 'speechiness': 0.113, 'acousticness': 0.00453, 'instrumentalness': 0, 'liveness': 0.833, 'valence': 0.81, 'tempo': 93.01}","{'id': '1mSsccWmWvV5PWRGNdqjmZ', 'name': 'Ready', 'release_date': '2009-08-31'}","{'id': '2iojnBLj0qIMiKPvVhLnsH', 'name': 'Trey Songz'}"
4bkhs6spQvVnVJAlXuKR6a,"{'id': '4bkhs6spQvVnVJAlXuKR6a', 'duration_ms': 221971, 'name': 'Touchin, Lovin (feat. Nicki Minaj)', 'popularity': 61}","{'danceability': 0.813, 'energy': 0.58, 'loudness': -6.724, 'speechiness': 0.0746, 'acousticness': 0.0405, 'instrumentalness': 8.45e-06, 'liveness': 0.349, 'valence': 0.443, 'tempo': 100.045}","{'id': '3pKTKC0AAe3yTcXQLzvpSW', 'name': 'Trigga Reloaded', 'release_date': '2015-06-23'}","{'id': '2iojnBLj0qIMiKPvVhLnsH', 'name': 'Trey Songz'}"
5ol0jvC2yFKm3E1GcIgU2n,"{'id': '5ol0jvC2yFKm3E1GcIgU2n', 'duration_ms': 186306, 'name': 'Neighbors Know My Name', 'popularity': 55}","{'danceability': 0.663, 'energy': 0.693, 'loudness': -5.776, 'speechiness': 0.0635, 'acousticness': 0.0379, 'instrumentalness': 0, 'liveness': 0.162, 'valence': 0.391, 'tempo': 120.026}","{'id': '1mSsccWmWvV5PWRGNdqjmZ', 'name': 'Ready', 'release_date': '2009-08-31'}","{'id': '2iojnBLj0qIMiKPvVhLnsH', 'name': 'Trey Songz'}"
2PUe9iZxLfLZ3uNnUGjcSf,"{'id': '2PUe9iZxLfLZ3uNnUGjcSf', 'duration_ms': 214480, 'name': 'I Need a Girl', 'popularity': 56}","{'danceability': 0.602, 'energy': 0.785, 'loudness': -6.129, 'speechiness': 0.0578, 'acousticness': 0.245, 'instrumentalness': 0, 'liveness': 0.19, 'valence': 0.565, 'tempo': 84.038}","{'id': '1mSsccWmWvV5PWRGNdqjmZ', 'name': 'Ready', 'release_date': '2009-08-31'}","{'id': '2iojnBLj0qIMiKPvVhLnsH', 'name': 'Trey Songz'}"
