,song_data,audio_feature,albums,artists
749RIjub1S831VRuR6Bfev,"{'id': '749RIjub1S831VRuR6Bfev', 'duration_ms': 140772, 'name': 'Javele Mcgee', 'popularity': 33}","{'danceability': 0.616, 'energy': 0.773, 'loudness': -8.104, 'speechiness': 0.486, 'acousticness': 0.604, 'instrumentalness': 1.41e-06, 'liveness': 0.357, 'valence': 0.475, 'tempo': 150.275}","{'id': '1W0PFVI3Jq4zKbhcemHG7U', 'name': 'Sinatra 3', 'release_date': '2018-07-09'}","{'id': '4ubKsFJjMgWkARG6w2Qlv8', 'name': 'Vado'}"
5MiHsru1E4TSHplPe6gFZp,"{'id': '5MiHsru1E4TSHplPe6gFZp', 'duration_ms': 217200, 'name': ""Speaking In Tungs (feat Cam'ron)"", 'popularity': 32}","{'danceability': 0.474, 'energy': 0.739, 'loudness': -8.563, 'speechiness': 0.411, 'acousticness': 0.0416, 'instrumentalness': 0, 'liveness': 0.0673, 'valence': 0.405, 'tempo': 96.514}","{'id': '3Ull9N21AshxDMphR3gFz9', 'name': 'Slime Flu', 'release_date': '2010-10-12'}","{'id': '4ubKsFJjMgWkARG6w2Qlv8', 'name': 'Vado'}"
3CsdPLhGLEng95tEhp2Ds4,"{'id': '3CsdPLhGLEng95tEhp2Ds4', 'duration_ms': 146168, 'name': 'Narcissist', 'popularity': 26}","{'danceability': 0.555, 'energy': 0.647, 'loudness': -10.909, 'speechiness': 0.245, 'acousticness': 0.182, 'instrumentalness': 0, 'liveness': 0.107, 'valence': 0.528, 'tempo': 93.391}","{'id': '6IkBFZOhC5LqwHpTHGHkfz', 'name': 'V-Day 4', 'release_date': '2023-05-12'}","{'id': '4ubKsFJjMgWkARG6w2Qlv8', 'name': 'Vado'}"
0tDyFBkAX0RRZC26P2BfLL,"{'id': '0tDyFBkAX0RRZC26P2BfLL', 'duration_ms': 175213, 'name': 'Kids That Wish', 'popularity': 48}","{'danceability': 0.56, 'energy': 0.711, 'loudness': -5.733, 'speechiness': 0.0547, 'acousticness': 0.342, 'instrumentalness': 8.95e-06, 'liveness': 0.168, 'valence': 0.0992, 'tempo': 135.202}","{'id': '2BzBkJKGJa85HT4ECrIC7F', 'name': 'Anywhere But Here', 'release_date': '2021-01-15'}","{'id': '1ZyUXvaBXUsIZ3JD6jYGkt', 'name': 'Nyck Caution'}"
35h7xg9DAizUfJvmdQ5yLD,"{'id': '35h7xg9DAizUfJvmdQ5yLD', 'duration_ms': 163586, 'name': 'Coat Check / Session 47', 'popularity': 47}","{'danceability': 0.855, 'energy': 0.703, 'loudness': -6.195, 'speechiness': 0.123, 'acousticness': 0.207, 'instrumentalness': 4.16e-05, 'liveness': 0.0948, 'valence': 0.702, 'tempo': 133.263}","{'id': '2BzBkJKGJa85HT4ECrIC7F', 'name': 'Anywhere But Here', 'release_date': '2021-01-15'}","{'id': '1ZyUXvaBXUsIZ3JD6jYGkt', 'name': 'Nyck Caution'}"
5gEP7hNEvP8ZbOTC3p4w3L,"{'id': '5gEP7hNEvP8ZbOTC3p4w3L', 'duration_ms': 181842, 'name': 'All Around', 'popularity': 46}","{'danceability': 0.505, 'energy': 0.458, 'loudness': -13.013, 'speechiness': 0.345, 'acousticness': 0.805, 'instrumentalness': 0.00107, 'liveness': 0.122, 'valence': 0.156, 'tempo': 85.417}","{'id': '36LOOsiEGwnMDnSeGfXOLy', 'name': 'All Around', 'release_date': '2023-05-26'}","{'id': '1ZyUXvaBXUsIZ3JD6jYGkt', 'name': 'Nyck Caution'}"
088AAB1SkCbyzU4I7aTepk,"{'id': '088AAB1SkCbyzU4I7aTepk', 'duration_ms': 160000, 'name': 'Rap Fix', 'popularity': 45}","{'danceability': 0.477, 'energy': 0.493, 'loudness': -11.105, 'speechiness': 0.243, 'acousticness': 0.312, 'instrumentalness': 0, 'liveness': 0.311, 'valence': 0.799, 'tempo': 171.0}","{'id': '6lpZMvbuT4uEFvr8AWL0IH', 'name': 'Rap Fix', 'release_date': '2023-05-12'}","{'id': '1ZyUXvaBXUsIZ3JD6jYGkt', 'name': 'Nyck Caution'}"
3eb0YWYjZve514IGnh14FJ,"{'id': '3eb0YWYjZve514IGnh14FJ', 'duration_ms': 132413, 'name': 'JET-LAGGED (feat. Dessy Hinds)', 'popularity': 41}","{'danceability': 0.39, 'energy': 0.746, 'loudness': -7.616, 'speechiness': 0.413, 'acousticness': 0.274, 'instrumentalness': 0, 'liveness': 0.326, 'valence': 0.9, 'tempo': 174.084}","{'id': '200JG0yd1VQruQkuFK7tQV', 'name': 'JET-LAGGED (feat. Dessy Hinds)', 'release_date': '2023-04-07'}","{'id': '1ZyUXvaBXUsIZ3JD6jYGkt', 'name': 'Nyck Caution'}"
7GfVnArsPo6TNdushFRv02,"{'id': '7GfVnArsPo6TNdushFRv02', 'duration_ms': 187266, 'name': 'Product Of My Environment (feat. Kota the Friend & Erick the Architect)', 'popularity': 41}","{'danceability': 0.76, 'energy': 0.796, 'loudness': -4.036, 'speechiness': 0.327, 'acousticness': 0.384, 'instrumentalness': 0, 'liveness': 0.0789, 'valence': 0.891, 'tempo': 95.166}","{'id': '2BzBkJKGJa85HT4ECrIC7F', 'name': 'Anywhere But Here', 'release_date': '2021-01-15'}","{'id': '1ZyUXvaBXUsIZ3JD6jYGkt', 'name': 'Nyck Caution'}"
21o3VmgKWzVfHWdUUbqJt2,"{'id': '21o3VmgKWzVfHWdUUbqJt2', 'duration_ms': 154946, 'name': 'Bad Day (feat. Denzel Curry)', 'popularity': 34}","{'danceability': 0.749, 'energy': 0.783, 'loudness': -3.965, 'speechiness': 0.3, 'acousticness': 0.142, 'instrumentalness': 0, 'liveness': 0.237, 'valence': 0.73, 'tempo': 140.012}","{'id': '2BzBkJKGJa85HT4ECrIC7F', 'name': 'Anywhere But Here', 'release_date': '2021-01-15'}","{'id': '1ZyUXvaBXUsIZ3JD6jYGkt', 'name': 'Nyck Caution'}"
6gM4NOcQeYJYPSCoTgVfin,"{'id': '6gM4NOcQeYJYPSCoTgVfin', 'duration_ms': 109714, 'name': 'DntFWM (On The Radar Freestyle)', 'popularity': 38}","{'danceability': 0.907, 'energy': 0.59, 'loudness': -7.523, 'speechiness': 0.225, 'acousticness': 0.787, 'instrumentalness': 0, 'liveness': 0.0992, 'valence': 0.448, 'tempo': 139.991}","{'id': '6l7qEw9yrS5EgXjcVtj3Xh', 'name': 'DntFWM (On The Radar Freestyle)', 'release_date': '2022-10-21'}","{'id': '1ZyUXvaBXUsIZ3JD6jYGkt', 'name': 'Nyck Caution'}"
1QmWC9hd1jUjTNg9QMe818,"{'id': '1QmWC9hd1jUjTNg9QMe818', 'duration_ms': 169946, 'name': 'Casamigos Freestyle', 'popularity': 35}","{'danceability': 0.78, 'energy': 0.7, 'loudness': -4.763, 'speechiness': 0.0845, 'acousticness': 0.0169, 'instrumentalness': 0, 'liveness': 0.186, 'valence': 0.647, 'tempo': 146.145}","{'id': '7hWinBJyx3x6yiNRSrVhlt', 'name': 'Friend Of The Family', 'release_date': '2022-04-29'}","{'id': '1ZyUXvaBXUsIZ3JD6jYGkt', 'name': 'Nyck Caution'}"
3jlbL2OTD5YmIunYzgQTAN,"{'id': '3jlbL2OTD5YmIunYzgQTAN', 'duration_ms': 338853, 'name': 'Live Your Life', 'popularity': 78}","{'danceability': 0.375, 'energy': 0.862, 'loudness': -3.363, 'speechiness': 0.255, 'acousticness': 0.071, 'instrumentalness': 0, 'liveness': 0.211, 'valence': 0.478, 'tempo': 159.841}","{'id': '5PfepkNWgRR2DI02Y8AawC', 'name': 'Paper Trail', 'release_date': '2008-09-07'}","{'id': '4OBJLual30L7gRl5UkeRcT', 'name': 'T.I.'}"
1IAzD1muglOxOcPbUHs70R,"{'id': '1IAzD1muglOxOcPbUHs70R', 'duration_ms': 249533, 'name': 'Whatever You Like', 'popularity': 76}","{'danceability': 0.68, 'energy': 0.687, 'loudness': -6.162, 'speechiness': 0.0709, 'acousticness': 0.0161, 'instrumentalness': 0, 'liveness': 0.261, 'valence': 0.467, 'tempo': 150.053}","{'id': '5PfepkNWgRR2DI02Y8AawC', 'name': 'Paper Trail', 'release_date': '2008-09-07'}","{'id': '4OBJLual30L7gRl5UkeRcT', 'name': 'T.I.'}"
7IhsLJMqdxoo7YAZjaSMru,"{'id': '7IhsLJMqdxoo7YAZjaSMru', 'duration_ms': 299746, 'name': 'Dead And Gone', 'popularity': 70}","{'danceability': 0.713, 'energy': 0.746, 'loudness': -4.99, 'speechiness': 0.259, 'acousticness': 0.0402, 'instrumentalness': 0, 'liveness': 0.601, 'valence': 0.47, 'tempo': 135.021}","{'id': '5PfepkNWgRR2DI02Y8AawC', 'name': 'Paper Trail', 'release_date': '2008-09-07'}","{'id': '4OBJLual30L7gRl5UkeRcT', 'name': 'T.I.'}"
6XAA7T9VHcqKQSzjmXAJ8o,"{'id': '6XAA7T9VHcqKQSzjmXAJ8o', 'duration_ms': 318360, 'name': ""That's All She Wrote"", 'popularity': 69}","{'danceability': 0.496, 'energy': 0.785, 'loudness': -3.472, 'speechiness': 0.306, 'acousticness': 0.0328, 'instrumentalness': 0, 'liveness': 0.0941, 'valence': 0.357, 'tempo': 170.02}","{'id': '6LGR2plk2Yk4A33CAktJN3', 'name': 'No Mercy', 'release_date': '2010-12-02'}","{'id': '4OBJLual30L7gRl5UkeRcT', 'name': 'T.I.'}"
3CcvahnsiArpTHYQEWV2Au,"{'id': '3CcvahnsiArpTHYQEWV2Au', 'duration_ms': 216706, 'name': 'Bring Em Out', 'popularity': 67}","{'danceability': 0.759, 'energy': 0.891, 'loudness': -2.983, 'speechiness': 0.257, 'acousticness': 0.0298, 'instrumentalness': 0, 'liveness': 0.141, 'valence': 0.587, 'tempo': 98.579}","{'id': '1oFucub5OjyG4XPsDUzhil', 'name': 'Urban Legend', 'release_date': '2004-11-28'}","{'id': '4OBJLual30L7gRl5UkeRcT', 'name': 'T.I.'}"
0CAJdthKDdRjB2h8YOguN6,"{'id': '0CAJdthKDdRjB2h8YOguN6', 'duration_ms': 274333, 'name': 'What You Know', 'popularity': 67}","{'danceability': 0.551, 'energy': 0.81, 'loudness': -4.365, 'speechiness': 0.0344, 'acousticness': 0.0155, 'instrumentalness': 0, 'liveness': 0.169, 'valence': 0.332, 'tempo': 73.464}","{'id': '2X7s6Gt8Xz2qEwlw4GVcQo', 'name': 'King', 'release_date': '2006-03-26'}","{'id': '4OBJLual30L7gRl5UkeRcT', 'name': 'T.I.'}"
0SqUFLaRXwufRUsJ0t4dXB,"{'id': '0SqUFLaRXwufRUsJ0t4dXB', 'duration_ms': 202213, 'name': 'No Mediocre (feat. Iggy Azalea)', 'popularity': 57}","{'danceability': 0.781, 'energy': 0.495, 'loudness': -7.449, 'speechiness': 0.0432, 'acousticness': 0.0957, 'instrumentalness': 0, 'liveness': 0.0778, 'valence': 0.195, 'tempo': 95.466}","{'id': '4FADvCXok2GhepAWLE8Fs1', 'name': 'Paperwork (Deluxe Explicit)', 'release_date': '2014-10-17'}","{'id': '4OBJLual30L7gRl5UkeRcT', 'name': 'T.I.'}"
6VtPWQZDkP6mFoe3Zrjl0X,"{'id': '6VtPWQZDkP6mFoe3Zrjl0X', 'duration_ms': 302573, 'name': 'About the Money (feat. Young Thug)', 'popularity': 53}","{'danceability': 0.817, 'energy': 0.651, 'loudness': -7.701, 'speechiness': 0.262, 'acousticness': 0.0523, 'instrumentalness': 0, 'liveness': 0.607, 'valence': 0.524, 'tempo': 102.058}","{'id': '4FADvCXok2GhepAWLE8Fs1', 'name': 'Paperwork (Deluxe Explicit)', 'release_date': '2014-10-17'}","{'id': '4OBJLual30L7gRl5UkeRcT', 'name': 'T.I.'}"
2gPl93XdGnfKUykwxVHUYt,"{'id': '2gPl93XdGnfKUykwxVHUYt', 'duration_ms': 217520, 'name': 'Go Get It', 'popularity': 61}","{'danceability': 0.366, 'energy': 0.667, 'loudness': -5.683, 'speechiness': 0.246, 'acousticness': 0.00212, 'instrumentalness': 0, 'liveness': 0.398, 'valence': 0.51, 'tempo': 76.627}","{'id': '5X46pZekTY2dsWuZDpm14m', 'name': 'Trouble Man: Heavy is the Head', 'release_date': '2012-12-18'}","{'id': '4OBJLual30L7gRl5UkeRcT', 'name': 'T.I.'}"
1ZsxXSgtr7LLd4v7kmQ5DR,"{'id': '1ZsxXSgtr7LLd4v7kmQ5DR', 'duration_ms': 266164, 'name': 'Active', 'popularity': 59}","{'danceability': 0.712, 'energy': 0.72, 'loudness': -5.5, 'speechiness': 0.327, 'acousticness': 0.00858, 'instrumentalness': 0, 'liveness': 0.0697, 'valence': 0.431, 'tempo': 147.974}","{'id': '2ubM3LFbwMrziGPTjcDqNu', 'name': 'Active', 'release_date': '2023-03-10'}","{'id': '4OBJLual30L7gRl5UkeRcT', 'name': 'T.I.'}"
3Zcv9IeYgCvEhxFTfsduaQ,"{'id': '3Zcv9IeYgCvEhxFTfsduaQ', 'duration_ms': 180813, 'name': 'Lil Boat', 'popularity': 58}","{'danceability': 0.764, 'energy': 0.672, 'loudness': -4.274, 'speechiness': 0.0655, 'acousticness': 0.0166, 'instrumentalness': 1.06e-06, 'liveness': 0.103, 'valence': 0.594, 'tempo': 150.021}","{'id': '1BgPkFMgud3lmEc6enZsjd', 'name': '88GLAM2', 'release_date': '2018-11-16'}","{'id': '2I9SLklAOG0vdMiUUMNxRl', 'name': '88GLAM'}"
4y5tKWeAUcaFE6O8Fa8XsY,"{'id': '4y5tKWeAUcaFE6O8Fa8XsY', 'duration_ms': 185316, 'name': 'Bali', 'popularity': 56}","{'danceability': 0.646, 'energy': 0.503, 'loudness': -7.218, 'speechiness': 0.0402, 'acousticness': 0.097, 'instrumentalness': 0, 'liveness': 0.13, 'valence': 0.509, 'tempo': 158.027}","{'id': '5FqQFZh4GPzYuEXJCXYd36', 'name': '88GLAM RELOADED', 'release_date': '2018-04-27'}","{'id': '2I9SLklAOG0vdMiUUMNxRl', 'name': '88GLAM'}"
4JRe23RYB0fN3rkYj1Uqm2,"{'id': '4JRe23RYB0fN3rkYj1Uqm2', 'duration_ms': 195200, 'name': '12', 'popularity': 53}","{'danceability': 0.747, 'energy': 0.557, 'loudness': -8.971, 'speechiness': 0.069, 'acousticness': 0.369, 'instrumentalness': 3.53e-05, 'liveness': 0.103, 'valence': 0.552, 'tempo': 149.965}","{'id': '5FqQFZh4GPzYuEXJCXYd36', 'name': '88GLAM RELOADED', 'release_date': '2018-04-27'}","{'id': '2I9SLklAOG0vdMiUUMNxRl', 'name': '88GLAM'}"
5cu1GORmCYOnjYbDYt9itn,"{'id': '5cu1GORmCYOnjYbDYt9itn', 'duration_ms': 133066, 'name': 'Sagittarius', 'popularity': 52}","{'danceability': 0.825, 'energy': 0.501, 'loudness': -8.694, 'speechiness': 0.0953, 'acousticness': 0.329, 'instrumentalness': 0, 'liveness': 0.241, 'valence': 0.564, 'tempo': 105.048}","{'id': '0GIU9PZPLFLNAHCt8qMU6x', 'name': 'New Mania', 'release_date': '2020-06-26'}","{'id': '2I9SLklAOG0vdMiUUMNxRl', 'name': '88GLAM'}"
4mOPVJGfWXH0wPFA6xeRDz,"{'id': '4mOPVJGfWXH0wPFA6xeRDz', 'duration_ms': 204615, 'name': 'Kyrie', 'popularity': 50}","{'danceability': 0.714, 'energy': 0.63, 'loudness': -5.69, 'speechiness': 0.0653, 'acousticness': 0.332, 'instrumentalness': 1.56e-06, 'liveness': 0.11, 'valence': 0.366, 'tempo': 156.112}","{'id': '5FqQFZh4GPzYuEXJCXYd36', 'name': '88GLAM RELOADED', 'release_date': '2018-04-27'}","{'id': '2I9SLklAOG0vdMiUUMNxRl', 'name': '88GLAM'}"
6Vzs6iGlyb4JTnVX5NAoFk,"{'id': '6Vzs6iGlyb4JTnVX5NAoFk', 'duration_ms': 168493, 'name': 'Purple Baguettes', 'popularity': 48}","{'danceability': 0.699, 'energy': 0.43, 'loudness': -8.641, 'speechiness': 0.111, 'acousticness': 0.303, 'instrumentalness': 0, 'liveness': 0.11, 'valence': 0.39, 'tempo': 120.025}","{'id': '1BgPkFMgud3lmEc6enZsjd', 'name': '88GLAM2', 'release_date': '2018-11-16'}","{'id': '2I9SLklAOG0vdMiUUMNxRl', 'name': '88GLAM'}"
3OIHvZOKaP6ayfqmjGIC5l,"{'id': '3OIHvZOKaP6ayfqmjGIC5l', 'duration_ms': 150517, 'name': 'Happy Belated', 'popularity': 46}","{'danceability': 0.594, 'energy': 0.617, 'loudness': -8.1, 'speechiness': 0.0324, 'acousticness': 0.0275, 'instrumentalness': 1.32e-05, 'liveness': 0.124, 'valence': 0.558, 'tempo': 75.032}","{'id': '1MkdKYy2Kdd0YAI9K9AxH6', 'name': 'Close To Heaven Far From God', 'release_date': '2022-08-26'}","{'id': '2I9SLklAOG0vdMiUUMNxRl', 'name': '88GLAM'}"
1gR8SPZg0pDh2F0Ridi3e1,"{'id': '1gR8SPZg0pDh2F0Ridi3e1', 'duration_ms': 198800, 'name': ""It's A Flex (feat. NAV)"", 'popularity': 47}","{'danceability': 0.799, 'energy': 0.554, 'loudness': -6.85, 'speechiness': 0.0922, 'acousticness': 0.153, 'instrumentalness': 0, 'liveness': 0.198, 'valence': 0.533, 'tempo': 150.051}","{'id': '1BgPkFMgud3lmEc6enZsjd', 'name': '88GLAM2', 'release_date': '2018-11-16'}","{'id': '2I9SLklAOG0vdMiUUMNxRl', 'name': '88GLAM'}"
3ZOwmSmQKX4vTK4N6e2GsW,"{'id': '3ZOwmSmQKX4vTK4N6e2GsW', 'duration_ms': 211862, 'name': 'Cake', 'popularity': 46}","{'danceability': 0.775, 'energy': 0.539, 'loudness': -4.303, 'speechiness': 0.0881, 'acousticness': 0.372, 'instrumentalness': 8.11e-06, 'liveness': 0.225, 'valence': 0.624, 'tempo': 144.966}","{'id': '5FqQFZh4GPzYuEXJCXYd36', 'name': '88GLAM RELOADED', 'release_date': '2018-04-27'}","{'id': '2I9SLklAOG0vdMiUUMNxRl', 'name': '88GLAM'}"
4qJKFz5AH7O1HBfVIDSMD8,"{'id': '4qJKFz5AH7O1HBfVIDSMD8', 'duration_ms': 162453, 'name': 'Kawasaki', 'popularity': 46}","{'danceability': 0.745, 'energy': 0.527, 'loudness': -8.188, 'speechiness': 0.0452, 'acousticness': 0.402, 'instrumentalness': 1.07e-05, 'liveness': 0.325, 'valence': 0.232, 'tempo': 77.02}","{'id': '1BgPkFMgud3lmEc6enZsjd', 'name': '88GLAM2', 'release_date': '2018-11-16'}","{'id': '2I9SLklAOG0vdMiUUMNxRl', 'name': '88GLAM'}"
4mWTAI8wYE4HpYIgPAASpV,"{'id': '4mWTAI8wYE4HpYIgPAASpV', 'duration_ms': 153028, 'name': ""MOVIN'"", 'popularity': 61}","{'danceability': 0.713, 'energy': 0.525, 'loudness': -10.334, 'speechiness': 0.267, 'acousticness': 0.673, 'instrumentalness': 0.0091, 'liveness': 0.115, 'valence': 0.604, 'tempo': 163.989}","{'id': '5ufrlZ2S0Wv7P1cjTT02Bm', 'name': ""MOVIN'"", 'release_date': '2021-07-07'}","{'id': '1FvjvACFvko2Z91IvDljrx', 'name': 'Mick Jenkins'}"
0Eq2AzJQNwxf5FsLYBjitC,"{'id': '0Eq2AzJQNwxf5FsLYBjitC', 'duration_ms': 190116, 'name': 'Carefree', 'popularity': 57}","{'danceability': 0.873, 'energy': 0.457, 'loudness': -11.558, 'speechiness': 0.0451, 'acousticness': 0.288, 'instrumentalness': 1.12e-06, 'liveness': 0.093, 'valence': 0.74, 'tempo': 137.543}","{'id': '4SnWrk06dIt4ynFRLpNX6e', 'name': 'The Circus', 'release_date': '2020-01-10'}","{'id': '1FvjvACFvko2Z91IvDljrx', 'name': 'Mick Jenkins'}"
15vePScuEPjJeOWsnNqGgo,"{'id': '15vePScuEPjJeOWsnNqGgo', 'duration_ms': 243560, 'name': 'Casa Lopez', 'popularity': 58}","{'danceability': 0.779, 'energy': 0.634, 'loudness': -7.185, 'speechiness': 0.173, 'acousticness': 0.169, 'instrumentalness': 0.00185, 'liveness': 0.164, 'valence': 0.556, 'tempo': 138.059}","{'id': '4uvJQ9YlVz1vrmMjYO3FX9', 'name': 'Casa Lopez', 'release_date': '2023-01-13'}","{'id': '1FvjvACFvko2Z91IvDljrx', 'name': 'Mick Jenkins'}"
5B6EIqgRxNOU08BgyKNQSS,"{'id': '5B6EIqgRxNOU08BgyKNQSS', 'duration_ms': 241582, 'name': 'Carefree (with Femdot & Mick Jenkins)', 'popularity': 56}","{'danceability': 0.956, 'energy': 0.736, 'loudness': -6.35, 'speechiness': 0.129, 'acousticness': 0.0145, 'instrumentalness': 5.69e-05, 'liveness': 0.0857, 'valence': 0.572, 'tempo': 128.015}","{'id': '6JnfvhlcNqcMaDA5lTqs7t', 'name': 'Carefree (with Femdot & Mick Jenkins)', 'release_date': '2022-09-02'}","{'id': '1FvjvACFvko2Z91IvDljrx', 'name': 'Mick Jenkins'}"
0SdxAcV6Ef4xu8CklaiQLW,"{'id': '0SdxAcV6Ef4xu8CklaiQLW', 'duration_ms': 135524, 'name': 'peppermint', 'popularity': 56}","{'danceability': 0.49, 'energy': 0.507, 'loudness': -8.076, 'speechiness': 0.167, 'acousticness': 0.852, 'instrumentalness': 4.74e-06, 'liveness': 0.0991, 'valence': 0.495, 'tempo': 104.483}","{'id': '1bnuqw7lokUgOfybpKHVdZ', 'name': 'all will be well', 'release_date': '2022-02-17'}","{'id': '1FvjvACFvko2Z91IvDljrx', 'name': 'Mick Jenkins'}"
2rk0lCpO1vkKAQ6BC8bjUX,"{'id': '2rk0lCpO1vkKAQ6BC8bjUX', 'duration_ms': 260160, 'name': 'Jazz', 'popularity': 55}","{'danceability': 0.636, 'energy': 0.61, 'loudness': -9.665, 'speechiness': 0.119, 'acousticness': 0.25, 'instrumentalness': 0.000121, 'liveness': 0.113, 'valence': 0.296, 'tempo': 125.227}","{'id': '39yAlNzbQD6MAvveqeY3IP', 'name': 'The Water (S)', 'release_date': '2014-08-12'}","{'id': '1FvjvACFvko2Z91IvDljrx', 'name': 'Mick Jenkins'}"
5OD8PgrPPJmkOq79sMeNfm,"{'id': '5OD8PgrPPJmkOq79sMeNfm', 'duration_ms': 145606, 'name': 'Cold Shoulder', 'popularity': 53}","{'danceability': 0.701, 'energy': 0.585, 'loudness': -6.023, 'speechiness': 0.408, 'acousticness': 0.555, 'instrumentalness': 6.24e-06, 'liveness': 0.119, 'valence': 0.74, 'tempo': 94.498}","{'id': '5Nel4yiVgH8tGqhgy20hUf', 'name': 'Cold Shoulder', 'release_date': '2022-10-24'}","{'id': '1FvjvACFvko2Z91IvDljrx', 'name': 'Mick Jenkins'}"
0TUK4LKkHVHdsLwscQckX6,"{'id': '0TUK4LKkHVHdsLwscQckX6', 'duration_ms': 208570, 'name': 'Understood', 'popularity': 52}","{'danceability': 0.677, 'energy': 0.843, 'loudness': -5.354, 'speechiness': 0.324, 'acousticness': 0.213, 'instrumentalness': 7.02e-06, 'liveness': 0.554, 'valence': 0.734, 'tempo': 84.993}","{'id': '2YUoojiwp6nk5mBAUbEz9a', 'name': 'Pieces of a Man', 'release_date': '2018-10-26'}","{'id': '1FvjvACFvko2Z91IvDljrx', 'name': 'Mick Jenkins'}"
5PqVcm1TdqsjXkShVVV7UY,"{'id': '5PqVcm1TdqsjXkShVVV7UY', 'duration_ms': 237045, 'name': 'Communicate', 'popularity': 49}","{'danceability': 0.727, 'energy': 0.567, 'loudness': -10.139, 'speechiness': 0.571, 'acousticness': 0.502, 'instrumentalness': 0, 'liveness': 0.259, 'valence': 0.452, 'tempo': 120.097}","{'id': '2IjEb3Ob7GHEpLwSgaWJiX', 'name': 'The Healing Component', 'release_date': '2016-09-23'}","{'id': '1FvjvACFvko2Z91IvDljrx', 'name': 'Mick Jenkins'}"
7zqB2KFbCLdX0UHpaHRBjC,"{'id': '7zqB2KFbCLdX0UHpaHRBjC', 'duration_ms': 274825, 'name': 'Vibe', 'popularity': 48}","{'danceability': 0.544, 'energy': 0.626, 'loudness': -9.544, 'speechiness': 0.334, 'acousticness': 0.311, 'instrumentalness': 0, 'liveness': 0.106, 'valence': 0.399, 'tempo': 79.101}","{'id': '39yAlNzbQD6MAvveqeY3IP', 'name': 'The Water (S)', 'release_date': '2014-08-12'}","{'id': '1FvjvACFvko2Z91IvDljrx', 'name': 'Mick Jenkins'}"
0JXXNGljqupsJaZsgSbMZV,"{'id': '0JXXNGljqupsJaZsgSbMZV', 'duration_ms': 195373, 'name': 'Sure Thing', 'popularity': 91}","{'danceability': 0.684, 'energy': 0.607, 'loudness': -8.127, 'speechiness': 0.1, 'acousticness': 0.0267, 'instrumentalness': 0.000307, 'liveness': 0.191, 'valence': 0.498, 'tempo': 81.001}","{'id': '493HYe7N5pleudEZRyhE7R', 'name': 'All I Want Is You', 'release_date': '2010-11-26'}","{'id': '360IAlyVv4PCEVjgyMZrxK', 'name': 'Miguel'}"
559SdaPI7mqy9IQiscuaMj,"{'id': '559SdaPI7mqy9IQiscuaMj', 'duration_ms': 150053, 'name': 'Sure Thing - Sped Up', 'popularity': 83}","{'danceability': 0.753, 'energy': 0.458, 'loudness': -12.52, 'speechiness': 0.123, 'acousticness': 0.0812, 'instrumentalness': 0.00413, 'liveness': 0.209, 'valence': 0.662, 'tempo': 105.057}","{'id': '0IrjdFRneYtHj0CwmAphDT', 'name': 'Sure Thing (Sped Up)', 'release_date': '2023-01-27'}","{'id': '360IAlyVv4PCEVjgyMZrxK', 'name': 'Miguel'}"
1eUGmzzvahJjOSWgDHuRlv,"{'id': '1eUGmzzvahJjOSWgDHuRlv', 'duration_ms': 102813, 'name': 'Girl With The Tattoo Enter.lewd', 'popularity': 82}","{'danceability': 0.372, 'energy': 0.239, 'loudness': -11.314, 'speechiness': 0.0296, 'acousticness': 0.856, 'instrumentalness': 0.000175, 'liveness': 0.168, 'valence': 0.127, 'tempo': 113.451}","{'id': '493HYe7N5pleudEZRyhE7R', 'name': 'All I Want Is You', 'release_date': '2010-11-26'}","{'id': '360IAlyVv4PCEVjgyMZrxK', 'name': 'Miguel'}"
3LnETnq2xyUpKcGqAQLJy1,"{'id': '3LnETnq2xyUpKcGqAQLJy1', 'duration_ms': 199090, 'name': 'Don’t Forget My Love', 'popularity': 67}","{'danceability': 0.639, 'energy': 0.873, 'loudness': -6.222, 'speechiness': 0.0408, 'acousticness': 0.0237, 'instrumentalness': 0.0143, 'liveness': 0.119, 'valence': 0.258, 'tempo': 121.031}","{'id': '2Lm2otWdTB4ChDfvbRXHIu', 'name': 'Diplo', 'release_date': '2022-03-04'}","{'id': '360IAlyVv4PCEVjgyMZrxK', 'name': 'Miguel'}"
5hJFhO9dvhJoDvUZZ9iWSw,"{'id': '5hJFhO9dvhJoDvUZZ9iWSw', 'duration_ms': 193146, 'name': 'Adorn', 'popularity': 68}","{'danceability': 0.625, 'energy': 0.576, 'loudness': -5.693, 'speechiness': 0.175, 'acousticness': 0.0543, 'instrumentalness': 4.07e-05, 'liveness': 0.187, 'valence': 0.235, 'tempo': 179.063}","{'id': '4Rvzx3X6hcDb7nty1IzVP4', 'name': 'Kaleidoscope Dream (Deluxe Version)', 'release_date': '2012'}","{'id': '360IAlyVv4PCEVjgyMZrxK', 'name': 'Miguel'}"
